timestamp,open,high,low,close,volume
2025-08-01 00:00:00,783.13,789.07,774.68,788.48,24978.624
2025-08-01 01:00:00,788.47,790.6,781.2,787.3,17960.858
2025-08-01 02:00:00,787.3,795.4,786.05,788.12,24831.355
2025-08-01 03:00:00,788.13,789.04,782.08,783.88,14203.387
2025-08-01 04:00:00,783.88,784.18,778.5,779.9,10677.719
2025-08-01 05:00:00,779.9,782.2,775.78,777.51,9434.592
2025-08-01 06:00:00,777.5,777.97,770.16,775.8,20593.426
2025-08-01 07:00:00,775.81,777.53,770.87,773.6,20865.395
2025-08-01 08:00:00,773.59,773.59,762.84,766.03,46537.046
2025-08-01 09:00:00,766.02,772.51,765.73,768.1,11486.705
2025-08-01 10:00:00,768.11,771.61,767.6,767.81,8158.946
2025-08-01 11:00:00,767.81,771.75,764.61,771.55,9152.125
2025-08-01 12:00:00,771.54,775.98,768.2,773.13,15162.195
2025-08-01 13:00:00,773.13,775.0,756.0,761.79,23855.821
2025-08-01 14:00:00,761.79,773.4,758.58,766.65,23025.743
2025-08-01 15:00:00,766.65,767.4,758.12,763.96,15253.202
2025-08-01 16:00:00,763.95,767.9,759.0,761.01,12060.94
2025-08-01 17:00:00,761.0,764.64,757.29,758.48,12914.531
2025-08-01 18:00:00,758.48,763.39,754.0,759.84,12631.453
2025-08-01 19:00:00,759.83,763.33,757.1,761.25,7851.599
2025-08-01 20:00:00,761.26,762.73,752.36,759.24,10907.62
2025-08-01 21:00:00,759.25,761.97,758.2,758.54,4144.679
2025-08-01 22:00:00,758.55,759.05,744.69,749.95,29701.208
2025-08-01 23:00:00,749.95,757.8,749.16,757.08,7442.389
2025-08-02 00:00:00,757.08,765.84,755.47,765.75,10975.854
2025-08-02 01:00:00,765.75,765.76,762.37,764.59,4266.454
2025-08-02 02:00:00,764.59,768.64,763.79,764.36,7099.889
2025-08-02 03:00:00,764.37,765.62,762.36,764.29,4306.003
2025-08-02 04:00:00,764.3,770.11,764.0,769.87,12035.495
2025-08-02 05:00:00,769.87,770.1,765.82,766.16,3775.761
2025-08-02 06:00:00,766.17,766.17,751.0,753.22,24976.975
2025-08-02 07:00:00,753.21,759.52,750.0,758.93,8230.863
2025-08-02 08:00:00,758.93,759.34,753.0,753.55,5070.846
2025-08-02 09:00:00,753.55,756.2,751.8,754.48,5988.004
2025-08-02 10:00:00,754.49,754.7,750.75,754.59,5606.647
